kind,state,ic_index,value
error_rms,E_d_dash,69,0.0009343833662569523
residual_rms,E_d_dash,70,0.03547421097755432
error_rms,E_d_dash,70,0.0028879560995846987
residual_rms,E_d_dash,71,0.03376850113272667
error_rms,E_d_dash,71,0.0035317675210535526
residual_rms,E_d_dash,72,0.03865896537899971
error_rms,E_d_dash,72,0.0017006160924211144
residual_rms,E_d_dash,73,0.03563470020890236
error_rms,E_d_dash,73,0.0035416861064732075
residual_rms,E_d_dash,74,0.035087261348962784
error_rms,E_d_dash,74,0.003286027116701007
residual_rms,E_d_dash,75,0.048173096030950546
error_rms,E_d_dash,75,0.0028180195949971676
residual_rms,E_d_dash,76,0.03915228694677353
error_rms,E_d_dash,76,0.0045411414466798306
residual_rms,E_d_dash,77,0.06544113904237747
error_rms,E_d_dash,77,0.004777504596859217
residual_rms,E_d_dash,78,0.040300607681274414
error_rms,E_d_dash,78,0.005903004668653011
residual_rms,E_d_dash,79,0.04607776179909706
error_rms,E_d_dash,79,0.0040547847747802734
residual_rms,E_d_dash,80,0.04321693256497383
error_rms,E_d_dash,80,0.003667011857032776
residual_rms,E_d_dash,81,0.05186871439218521
error_rms,E_d_dash,81,0.005977823864668608
residual_rms,E_d_dash,82,0.02466011233627796
error_rms,E_d_dash,82,0.003528935369104147
residual_rms,E_d_dash,83,0.04776228964328766
error_rms,E_d_dash,83,0.005839597433805466
residual_rms,E_d_dash,84,0.02481570467352867
error_rms,E_d_dash,84,0.001670632977038622
residual_rms,E_d_dash,85,0.03180167078971863
error_rms,E_d_dash,85,0.004530122969299555
residual_rms,E_d_dash,86,0.03938682749867439
error_rms,E_d_dash,86,0.003627099795266986
residual_rms,E_d_dash,87,0.031213369220495224
error_rms,E_d_dash,87,0.004070860333740711
residual_rms,E_d_dash,88,0.05315760523080826
error_rms,E_d_dash,88,0.0027261499781161547
residual_rms,E_d_dash,89,0.03248289227485657
error_rms,E_d_dash,89,0.003439446911215782
residual_rms,E_d_dash,90,0.057639069855213165
error_rms,E_d_dash,90,0.004308243747800589
residual_rms,E_d_dash,91,0.040189795196056366
error_rms,E_d_dash,91,0.0031829397194087505
residual_rms,E_d_dash,92,0.05221493914723396
error_rms,E_d_dash,92,0.0056660836562514305
residual_rms,E_d_dash,93,0.05066296085715294
error_rms,E_d_dash,93,0.005357095506042242
residual_rms,E_d_dash,94,0.048865750432014465
error_rms,E_d_dash,94,0.004926388151943684
residual_rms,E_d_dash,95,0.033730898052453995
error_rms,E_d_dash,95,0.0029018179047852755
residual_rms,E_d_dash,96,0.04191224277019501
error_rms,E_d_dash,96,0.003841135883703828
residual_rms,E_d_dash,97,0.03136120364069939
error_rms,E_d_dash,97,0.004536575172096491
residual_rms,E_d_dash,98,0.05084390938282013
error_rms,E_d_dash,98,0.0031203192193061113
residual_rms,E_d_dash,99,0.03644014149904251
error_rms,E_d_dash,99,0.001627275487408042
residual_rms,E_q_dash,0,0.03452425077557564
error_rms,E_q_dash,0,0.003707557450979948
residual_rms,E_q_dash,1,0.06849294155836105
error_rms,E_q_dash,1,0.003421853529289365
residual_rms,E_q_dash,2,0.0471835620701313
error_rms,E_q_dash,2,0.002958916127681732
residual_rms,E_q_dash,3,0.05260275676846504
error_rms,E_q_dash,3,0.0032265628688037395
residual_rms,E_q_dash,4,0.038786232471466064
error_rms,E_q_dash,4,0.005765540525317192
residual_rms,E_q_dash,5,0.0903925895690918
error_rms,E_q_dash,5,0.00399384880438447
residual_rms,E_q_dash,6,0.04015772044658661
error_rms,E_q_dash,6,0.002149800304323435
residual_rms,E_q_dash,7,0.04522518813610077
error_rms,E_q_dash,7,0.0020658564753830433
residual_rms,E_q_dash,8,0.04535558074712753
error_rms,E_q_dash,8,0.002773299114778638
residual_rms,E_q_dash,9,0.02681276574730873
error_rms,E_q_dash,9,0.004152745474129915
residual_rms,E_q_dash,10,0.06146882101893425
error_rms,E_q_dash,10,0.002913281787186861
residual_rms,E_q_dash,11,0.05718502402305603
error_rms,E_q_dash,11,0.0027483711019158363
residual_rms,E_q_dash,12,0.08501371741294861
error_rms,E_q_dash,12,0.0038192830979824066
residual_rms,E_q_dash,13,0.06367044150829315
error_rms,E_q_dash,13,0.00286480993963778
residual_rms,E_q_dash,14,0.030417144298553467
error_rms,E_q_dash,14,0.0031663246918469667
residual_rms,E_q_dash,15,0.03395020589232445
error_rms,E_q_dash,15,0.004925417248159647
residual_rms,E_q_dash,16,0.04606718197464943
error_rms,E_q_dash,16,0.0018559482414275408
residual_rms,E_q_dash,17,0.07390816509723663
error_rms,E_q_dash,17,0.0037870798259973526
residual_rms,E_q_dash,18,0.04226507619023323
error_rms,E_q_dash,18,0.0051460424438118935
residual_rms,E_q_dash,19,0.027927124872803688
error_rms,E_q_dash,19,0.0018292511813342571
residual_rms,E_q_dash,20,0.054781462997198105
error_rms,E_q_dash,20,0.0040441290475428104
residual_rms,E_q_dash,21,0.04032277315855026
error_rms,E_q_dash,21,0.002061442006379366
residual_rms,E_q_dash,22,0.05028006061911583
error_rms,E_q_dash,22,0.004030810669064522
residual_rms,E_q_dash,23,0.03902150318026543
error_rms,E_q_dash,23,0.0019594819750636816
residual_rms,E_q_dash,24,0.03145545348525047
error_rms,E_q_dash,24,0.004856245592236519
residual_rms,E_q_dash,25,0.08910515904426575
error_rms,E_q_dash,25,0.004208929371088743
residual_rms,E_q_dash,26,0.031561482697725296
error_rms,E_q_dash,26,0.002197384601458907
residual_rms,E_q_dash,27,0.0382804274559021
error_rms,E_q_dash,27,0.00455081183463335
residual_rms,E_q_dash,28,0.026703236624598503
